Active Ranged Ability,Passive Ability,Active Ranged Ability,Passive Ability,Active Ranged Ability,Active Ranged Ability,Passive Ability,Active Ranged Ability
1 ap,1 ap,9 ap ,9 ap ,9 ap ,9 ap ,9 ap ,9 ap 
"1sec
Builds 1 resource foe each equipped weapon.
A single target Burst attack that hits 3 times, dealing 16 physical damage per hit.","Whenever an enemy dies with your Assault Rifle Resources remaining, you gain a beneficial effect that causes your next Assault Rifle resource builder to build 1 additional Assault Rifle Resource.","Instant
Consumes all Assault Rifle Resources.
A single target Burst attack that hits 3 times, dealing 30 physical damage per hit.","Whenever you attack, you build a counter. Once that counter reaches 7, your next attack causes the target to become Hindered and their movement speed is reduced by 70% for 8 seconds. This effect has an internal recharge time of 30 seconds.","1sec
Channelled: Every 0.25 seconds for 1 second.
TAoE: Affects up to 5 enemies in a 5 metre radius around your target.
Builds 1 Resource on affected enemy and one on self for secondary weapons.
A TAoE Frenzy attack that deals 8 physical damage each hit.","Instant 4sec
Consumes all Assault Rifle Resources.
A single target heal that heals for 79 and gives a 1.6% leech effect to your defensive target for 5 seconds.","Your leech effects also trigger a PBAoE heal if the target is  Afflicted. This affects up to 3 friends in a 5 metre area around you, healing for 10.","1sec Instant
TAoE: Affects up to 5 enemies in a 5 metre radius around your target.
Builds 1 Assault Rifle Resource.
A TAoE attack that deals 24 physical damage. All friends in the target area receive a 0.4% leech effect for 10 seconds."
Extra Bullet,Anima Shot,Call your Shots,Tactical Retreat,Sharp Shooter,Increased Dosage,Energise,Improved Groundwork
Passive Ability,Active Ranged Ability,Passive Ability,Active Ranged Ability,Passive Ability,Passive Ability,Active Ranged Ability,Passive Ability
1 ap,1 ap,12 ap,12 ap,12 ap,12 ap,12 ap,12 ap
"""Safety Off"" performs an additional hit.","Instant Instant
Builds 1 Assault Rifle Resource.
A single target attack that deals 35 physical damage. Your heal your defensive target for 27 and 7.1% of the damage dealt.","Whenever you hit, you gain a single stack of the Hit Rating effect, which increases your Hit Rating by 30 for 8 seconds per stack. The Hit Rating effect can stack up to 5 times. Whenever you glance, this effect is removed.","Instant 25sec
Column Dash: Dash backward 10 metres, affecting all enemies in a 6 metre wide colmn along the way.
A column Dash attack causing affected targets to become Hindering and reducing their movement speed by 70% for 4 seconds. A grenade is also left at the start location, exploding 1.5 seconds after the dash, dealing 84 physical damage in an area around it.","Whenever you penetrate or critically hit, you gain a single stack of the Hit Rating effect, which increases your Hit Rating by 30 per stack for 8 seconds. The Hit Rating effect can stack up to 5 times.","Improves ""Shot of Anima"" to  heal for 117, but no longer grant a leech effect.","Instant 60sec
Gives your defensive target a 40% leech effect for 10 seconds.","Improves ""Groundwork"" to also heal friendly targets that have an active leech effect for 7."
Fire at Will,Anima Boost,Hip Fire,Lethality,Frag Grenade,Anima Burst,Anticoagulant,Anima Outbreak
Active Ranged Ability,Passive Ability,Active Ranged Ability,Passive Ability,Active Ranged Ability,Active Ranged Ability,Passive Ability,Active Ranged Ability
1 ap,1 ap,16 ap,16 ap,16 ap,16 ap,16 ap,16 ap
"Instant 4sec
TAoE: Affects uo to 5 enemies in a 5 metre radius around the target.
Consumes all Assault Rifle Resources.
A TAoE Frenzy ability that deals 46 physical damage. An additional hit is performed for each Assault Rifle Resource consumed, dealing 15 physical damage per hit.","Increases the damage dealt, leech and heal of ""Anima Shot"" by 7.5%.","Instant Instant
Builds 1 resource for each equipped weapon.
A single target attack that deals 48 physical damage. This ability has a 10 metre range.","Whenever you hit, you gain a single stack of a beneficial effect that increases all damage dealt by 1% per stack for 10 seconds. This effect can stack up to 10 times.","Instant 4sec
TAoE: Affects up to 5 enemies in a 5 metre radius around your target.
Consumes all Assault Rifle Resources.
A TAoE attack that deals 55 physical damage. If you hit a Hindered targeted, an explosion centered around that target is triggered, dealing 12 physical damage.","1sec Instant
Builds 1 Assault Rifle resource.
A Burst attack that hits 3 times, dealing 10 physical damage per hit. Heals the  defensive target for 34 and 10.1% of the damage dealt.",Your leech abilities also cause your target to become Afflicted with a damage over time effect that deals 12 physical damage every second for 5 seconds.,"Instant 4sec
TAoE: Affects up to 5 enemies in a 5 metre radius around your target.
Consumes all Assault Rifle resources.
A TAoE Frenzy ability that deals 46 physical damage. For each enemy hit, you are  healed for 50. "
No Contest,Lock & Load,Steady Hip Fire,Razor Wire,Shoot 'Em Up,Improved Bursts,Platoon,Outbreak Alert
Passive Ability,Active Ranged Ability,Passive Ability,Active Ranged Ability,Passive Ability,Passive Ability,Active Ranged Ability,Passive Ability
2 ap,2 ap,21 ap,21 ap,21 ap,21 ap,21 ap,21 ap
"Whenever you apply Hindered, your next hit cannot be evaded.","Instant 25sec
Builds 3 Assault Rifle Resources.
Reduces the recharge time of all Assault Rfile resource consumers currently recharging by 4 seconds.","Increases the range of ""Hip Fire"" by 10 metres.","Instant 60sec
You place a 10 metre wide by 2 metre long area in front of you that lasts 10 seconds and Dash backwards 3 metres. Any enemies passing through the area have their movement speed reduced by 30%.","Whenever you hit with a Frenzy ability, your target becomes Afflicted with a damage over time effect that deals 10 physical damage every second for 5 seconds.",All your Burst abilites are 7.5% more effective.,"Instant 30sec
Heals all group members for 68.","Friendly targets within the area of ""Anima Outbreak"",  with more than 90% health remaining, will gain the Major Hit Chance effect, which reduces the likelihood of glancing hits by 50% for 12 seconds."
Trigger Happy,Extra Clip,Where it Hurts,Explosives Expert,High Explosive Grenade,Transfuse Anima,Post-op,Anima Vessel
Active Ranged Ability,Passive Ability,Active Ranged Ability,Passive Ability,Active Melee Ability,Active Ranged Ability,Passive Ability,Active Ranged Ability
3 ap,3 ap,27 ap,27 ap,27 ap,27 ap,27 ap,27 ap
"1sec Instant
Builds 1 resource for each equipped weapon.
A single target attack that deals 44 physical damage. If the target is Hindered, it also becomes Afflicted with a damage over time effect that deals 3 physical damage every second for 5 seconds.","""Lock & Load"" builds 2 additional Assault Rifle Resources.","1sec 12sec
A single target attack that deals 87 physical damage. If you hit an Afflicted target, your target becomes Hindered and their movement speed is reduced by 70% for 4 seconds. This effect scales based on the amount of resources spent.","Whenever you hit, you apply an explosive charge to the target. This charge explodes after 3 seconds, dealing 23 physical damage.","1sec 4sec
TAoE: Affects up to 5 enemies in a 5 metre radius around your target.
Consumes all Assault Rifle Resources.
A TAoE attack that deals 56 physical damage, or 68 physical damage to targets that are Afflicted.","1sec 4sec
Consumes all Assault Rifle resources.
A single target attack that deals 76 physical damage. Heals the defensive target for 7.1% of the damage dealt. If the target is Hindered, the defensive target gains a 2% leech effect for 10 seconds.",All your leech effects also heal for 19 when they expire.,"1sec 10sec
Consumes all Assault Rifle Resources.
A single target attack that deals 54 physical damage. An effect is placed on the target that returns health to everyone who attacks them. If the target is Afflicted, the amount of health gained is increased."
Eagle Eye,Fire in the Hole,Short Controlled Bursts,Incendiary Grenade,Accuracy,Shadow Medic,Mortar Support,Leeching Frenzy
Passive Ability,Active Ranged Ability,Passive Ability,Active Ranged Ability,Passive Ability,Passive Ability,Active Ranged Ability,Passive Ability
4 ap,4 ap,34 ap,34 ap,34 ap,34 ap,34 ap,34 ap
Increases damage dealt by Assault Rifle abilites by 10%.,"Instant 4sec
Consumes all Assault Rifle Resources.
Sticks a spiked grenade to the target which detonates 2 seconds later dealing 91 physical damage.",Reduces the chance that your Burst attacks will glance by 10%.,"1sec 25sec
TAoE: Affects up to 5 enemies in a 5 metre radius around your target.
A TAoE attack that deals 40 physical damage. Affected targets become Afflicted with a damage over time effect that deals 4 damage every second for 10 seconds.",Increase the damage dealt by non-glancing hits by 5%.,All you direct healing abilities are 7.5% more effective.,"2sec20sec
TAoE: Affects up to 5 friends in a 5 metre radius around the target.
A TAoE heal that heals for 140.",Frenzy abilities also place a detrimental effect on the target that causes anyone attacking them to heal for 2.0% of the damage dealt.
Slow the Advance,Experience,Red Mist,Demolition Man,Shellshocker,Re-Animator,Veteran,Reap and Sew
Active Ranged Ability (Elite),Passive Ability (Elite),Active Ranged Ability (Elite),Passive Ability (Elite),Active Ranged Ability (Elite),Active Ranged Ability (Elite),Passive Ability (Elite),Active Ranged Ability (Elite)
7 ap,7 ap,50 ap,50 ap,50 ap,50 ap,50 ap,50 ap
"Instant 20sec
GTAoE: Affects up to 5 enemies in a 5 metre radius around the targeted point.
A GTAoE that deals 127 physical damage. Affected targets also become Hindered and their movement speed is reduced by 70% for 8 seconds.",Increases the effectiveness of leech effects by 25%.,"2sec 30sec
A single target attack that deals 259 physical damage. This attack cannot be evaded and will not glance.","Whenever you apply Hindered, you will also apply a small explosive charge that goes off after 3 seconds, dealing 62 physical damage.","2sec 30sec
Channelled: Every 0.2 seconds for 2 second.
Column: Affects up to 5 enemies in a 4 metre wide by 12 metre long column in front of you.
A channelled column attack that deals 22 physical damage. Affected targets become Hindered and their movement speed is reduced by 70% for 8 seconds.","1.5sec 30sec
Channelled: Every second for 5 seconds.
A channelled heal that heals for 53.","Whenever you use a leech ability, you gain a counter. When the counter reaches 7, all group members are healed for 53 and gain a 2.7% leech effect for 4 seconds.","Instant 90sec
Gives all group members a 15.2% leech effect that lasts 8 seconds."
,,,,,,,
Survivalism,,,,,,,
Sleight of Hand,,,,,,,
Active Ability,,,,,,,
9 ap ,,,,,,,
"Instant 40sec
Removes all active crowd control effects from you and makes you immune to further crowd control effects for 7 seconds.",,,,,,,
Unfair Advantage,,,,,,,
Passive Ability,,,,,,,
12 ap,,,,,,,
Increases the effectiveness of healing received by 5%.,,,,,,,
Turn the Tables,,,,,,,
Active Ability,,,,,,,
16 ap,,,,,,,
"Instant 35sec
A self heal that heals for 642. This value is not affected by your healing power.",,,,,,,
Cannonball,,,,,,,
Passive Ability,,,,,,,
21 ap,,,,,,,
"Whenever you use a movement ability, you also gain the Minor Ward effect, which reduces all damage received by 7.5% for 8 seconds.",,,,,,,
Speed Freak,,,,,,,
Active Ability,,,,,,,
27 ap,,,,,,,
"Instant 45sec
Increases your movement speed by 25% for 6 seconds.",,,,,,,
Tenacity,,,,,,,
Passive Ability,,,,,,,
34 ap,,,,,,,
"Whenever you become Impaired or Hindered, you gain a heal over time effect that heals you for 14 every second for 5 seconds.",,,,,,,
Last Resort,,,,,,,
Active Ability (Elite),,,,,,,
50 ap,,,,,,,
"Instant 80sec
You become unable to act for 5 seconds. During this period you will not take any damage.",,,,,,,
,,,,,,,
Chainsaw,,,,,,,
Timber,,,,,,,
Active Auxiliary,,,,,,,
50 ap,,,,,,,
A single target melee attack.,,,,,,,
Revved Up,,,,,,,
Passive Auxiliary,,,,,,,
50 ap,,,,,,,
"Increase the damage dealt by ""Rotting Teeth"" by 100%.",,,,,,,
Hurly-Burly,,,,,,,
Active Auxiliary,,,,,,,
50 ap,,,,,,,
"A channeled PBAoE that affects up to 5 enemies in a 5 meter radius around you, hitting them every 0.5 seconds for 2.5 seconds.",,,,,,,
No Love Lost,,,,,,,
Passive Auxiliary,,,,,,,
50 ap,,,,,,,
Improves “Rotting Teeth” to generate more hate each time it deals damage.,,,,,,,
Diamond Grit,,,,,,,
Active Auxiliary,,,,,,,
50 ap,,,,,,,
Places a reflect barrier on you that reflects 50% of the incoming damage back to the attacker and dissipates after reflecting a large amount of damage or if 10 seconds has passed. The magnitude of the barrier scales based on the Weapon Power of your Chainsaw.,,,,,,,
Degredation,,,,,,,
Passive Auxiliary,,,,,,,
50 ap,,,,,,,
Increases the amount of healing required in order to remove the rotting teeth debuff.,,,,,,,
The Carver's Art,,,,,,,
Active Auxiliary,,,,,,,
50 ap,,,,,,,
A channeled attack that hits every 0.2 seconds for 3 seconds. Both you and your target are unable to move while this ability is active.,,,,,,,
,,,,,,,
Rocket Launcher,,,,,,,
Pop Shot,,,,,,,
Active Auxiliary,,,,,,,
50 ap,,,,,,,
"A single shot, target-centered area effect attack.",,,,,,,
Rangefinder,,,,,,,
Passive Auxiliary,,,,,,,
50 ap,,,,,,,
Increases the range of your Rocket Launcher attacks by 5 metres.,,,,,,,
Clusterstruck,,,,,,,
Active Auxiliary,,,,,,,
50 ap,,,,,,,
Fire a volley of rockets for a ground-targeted area effect attack.,,,,,,,
Rocket Science,,,,,,,
Passive Auxiliary,,,,,,,
50 ap,,,,,,,
Reduces the cooldown on your Rocket Launcher abilities by 50%.,,,,,,,
Death From Above,,,,,,,
Active Auxiliary,,,,,,,
50 ap,,,,,,,
"Jump 15 metres, causing area effect damage at takeoff and landing. Using this ability inflicts damage to yourself. Don't try this at home.",,,,,,,
Warhead,,,,,,,
Passive Auxiliary,,,,,,,
50 ap,,,,,,,
Your Rocket Launcher attacks do an additional 15% damage.,,,,,,,
Big Red Button,,,,,,,
Active Auxiliary,,,,,,,
50 ap,,,,,,,
"A highly damaging, target-centered area effect attack.",,,,,,,
,,,,,,,
Quantum,,,,,,,
Vector-Space,,,,,,,
Active Auxiliary,,,,,,,
50 ap,,,,,,,
"Vector: A single target ranged attack that does a moderate amount of damage and afflicts the target with a damage over time effect.
Space: A single target attack that does a large amount of damage. If the target has the afflict debuff from Vector, it instead is a TAoE attack that does that large damage to 5 enemies in a 5 meter radius around the target.",,,,,,,
Supersymmetry,,,,,,,
Passive Auxiliary,,,,,,,
50 ap,,,,,,,
Performs an additional hit for a moderate amount of damage whenever you hit with a quantum ability so long as the target has greater than 50% of their maximum health.,,,,,,,
Collider-Collapse,,,,,,,
Active Auxiliary,,,,,,,
50 ap,,,,,,,
"Collider: An channeled attack that hits the closest target to you every .25 seconds for 2.5 seconds. Each hit builds a Collider counter.
Collapse: A single target attack that deals magical damage based on the number of Collider counters you have, up to a max of 10 times.",,,,,,,
Energy Transfer,,,,,,,
Passive Auxiliary,,,,,,,
50 ap,,,,,,,
"Increases the effectiveness of the ""2nd"" quantum ability in all actives by 25% while reducing the effectiveness of the effectiveness of the ""1st"" abilities by 20%.",,,,,,,
Charge-Density,,,,,,,
Active Auxiliary,,,,,,,
50 ap,,,,,,,
"Charge: Provides a friendly target with a heal over time effect which heals for a small amount every second for 6 seconds.
Density: A TAoE heal that effects 5 allies in a 5 meter radius around the target, healing them a moderate amount. If your defensive target has the Charge heal over time effect, it places a persistent GTAoE at the feet of your target which heals 5 allies a small amount every second for 5 seconds.",,,,,,,
Probability Rules,,,,,,,
Passive Auxiliary,,,,,,,
50 ap,,,,,,,
All quantum abilities have a 20% chance of not triggering their recharge timers.,,,,,,,
Polestar-Oblivion,,,,,,,
Active Auxiliary,,,,,,,
50 ap,,,,,,,
"Polestar: A GTAoE which targets two enemies in a 1 meter radius around the point dealing them a moderate amount of damage and giving them the Polestar debuff.
Oblivion: A cone AoE that effects that effects 5 enemies in a 7 meter long, 120 degree cone which hits for a large amount of magical damage. Targets with the Polestar debuff are unable to act for 2 seconds, sets Impaired state.",,,,,,,
